identifier,abstract 1,abstract 2,abstract 3,subject_topical 1,subject_topical 2,type,date_text,date_single,date_qualifier,title,rights,repository,name,publisher,object_in_context,file_url,record_creation_date
fbpro_1937-10-09freshmen,1937 Football Program - UT vs Chattanooga (Freshmen) ,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1937-10-09,1937-10-09,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=661,http://diglib.lib.utk.edu/fbpro/data/1937-10-09freshmen/fbpro_1937-10-09freshmen_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1950-09-23,1950 Football Program - UT vs Southern Mississippi,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1950-09-23,1950-09-23,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=464,http://diglib.lib.utk.edu/fbpro/data/1950-09-23/fbpro_1950-09-23_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1969guide,1969 Football Guide ,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1969-09-01,1969-09-01,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=733,http://diglib.lib.utk.edu/fbpro/data/1969guide/fbpro_1969guide_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_2007-12-01guide,2007 Football Guide - SEC Championship,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,2007-12-01,2007-12-01,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=117,http://diglib.lib.utk.edu/fbpro/data/2007-12-01guide/fbpro_2007-12-01guide_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_2002-09-21,2002 Football Program - UT vs Florida,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,2002-09-21,2002-09-21,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=80,http://diglib.lib.utk.edu/fbpro/data/2002-09-21/fbpro_2002-09-21_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_2000-01-02bowlguide,1999 Football Bowl Guide - UT vs Nebraska (Fiesta Bowl),"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,2000-01-02,2000-01-02,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=757,http://diglib.lib.utk.edu/fbpro/data/2000-01-02bowlguide/fbpro_2000-01-02bowlguide_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_2005-10-29,2005 Football Program - UT vs South Carolina,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,2005-10-29,2005-10-29,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=105,http://diglib.lib.utk.edu/fbpro/data/2005-10-29/fbpro_2005-10-29_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1990-09-15,1990 Football Program - UT vs UTEP,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1990-09-15,1990-09-15,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=6,http://diglib.lib.utk.edu/fbpro/data/1990-09-15/fbpro_1990-09-15_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1995-12-02guide,1995 Football Guide - SEC Championship,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ","Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1995-12-02,1995-12-02,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=201,http://diglib.lib.utk.edu/fbpro/data/1995-12-02guide/fbpro_1995-12-02guide_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_2005-01-01,2004 Football Program - UT vs Texas A&M (Cotton Bowl),"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,2005-01-01,2005-01-01,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=102,http://diglib.lib.utk.edu/fbpro/data/2005-01-01/fbpro_2005-01-01_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1947-10-11,1947 Football Program - UT vs UT-Chattanooga,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1947-10-11,1947-10-11,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=535,http://diglib.lib.utk.edu/fbpro/data/1947-10-11/fbpro_1947-10-11_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1959-11-07,1959 Football Program - UT vs LSU,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1959-11-07,1959-11-07,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=429,http://diglib.lib.utk.edu/fbpro/data/1959-11-07/fbpro_1959-11-07_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_2004-12-04,2004 Football Program - UT vs Auburn (SEC Championship),"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,2004-12-04,2004-12-04,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=91,http://diglib.lib.utk.edu/fbpro/data/2004-12-04/fbpro_2004-12-04_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_2007-10-27,2007 Football Program - UT vs South Carolina,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,2007-10-27,2007-10-27,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=124,http://diglib.lib.utk.edu/fbpro/data/2007-10-27/fbpro_2007-10-27_001.jpg.t.jpg,2015-01-08T00:36:36Z
fbpro_1930-10-11,1930 Football Program - UT vs Mississippi,"Issued for The University of Tennessee, Knoxville Football Programs for all home and special bowl games. Each piece is issued as a program guide for the game. ",,University of Tennessee (Knoxville campus) -- Football -- Periodicals.,"Imprints, Tennessee -- Knoxville -- 1904.",text,1930-10-11,1930-10-11,,"The University of Tennessee, Knoxville Football Programs.","The copyright interests in this collection 
remain with the creator. For more information, contact Special Collections at special@utk.edu.","The University of Tennessee Libraries, Special Collections, Knoxville",University of Tennessee (campus).,"The University of Tennessee Libraries, Knoxville",http://diglib.lib.utk.edu/fbpro/main.php?bid=610,http://diglib.lib.utk.edu/fbpro/data/1930-10-11/fbpro_1930-10-11_001.jpg.t.jpg,2015-01-08T00:36:36Z
